Locus_Tag,Protein Name,Functional_Group_Name,KO_IDs,KEGG_Pathway_IDs,KEGG_Pathway_Names,KEGG_Pathway_Categories,COG_Category_ID,COG_Category_Name,EC_Numbers,EC_Descriptions,GO_IDs,GO_Names,PFAM_Domains,Tags,Subcategories,Confidence_Score,Notes,
BFJEKD_08065,Tellurite resistance protein TerB,Heavy Metal Resistance / Stress Response,,,,,COG4103,Defense mechanisms,,,,,"[{'id': 'PF07742', 'name': 'TerB'}]","['tellurite resistance', 'heavy metal resistance', 'stress response']",['Cell Wall & Envelope Biogenesis'],Medium,No KO or GO annotations; function inferred from COG and PFAM; relevant for grouping under metal resistance and stress response.,
BFJEKD_08070,Ferredoxin-2,Electron Transport / Redox Protein,['K05524'],"['ko00190', 'ko00790']","['Oxidative phosphorylation', 'Folate biosynthesis']","['Energy Metabolism', 'Metabolism of Cofactors and Vitamins']",COG1146,Electron transport proteins,,,"['GO:0009055', 'GO:0046872', 'GO:0051538', 'GO:0051539']","['electron transfer activity', 'iron-sulfur cluster binding', 'iron-sulfur cluster assembly', 'iron-sulfur cluster binding']","[{'id': 'PF11162', 'name': 'DUF3470'}, {'id': 'PF00037', 'name': 'Fer4'}, {'id': 'PF12846', 'name': 'Fer4_4'}]","['ferredoxin', 'electron transport', 'iron-sulfur protein', 'redox']",['Polyhydroxyalkanoates & Storage Lipids'],High,Complete functional annotation; key electron carrier protein; important for energy metabolism and redox processes.,
BFJEKD_08075,CarD family transcriptional regulator,Transcriptional Regulation,['K07736'],['ko03020'],['Two-component system'],['Environmental Information Processing'],COG1329,Transcriptional regulators,,,['GO:0009303'],['regulation of rRNA transcription'],"[{'id': 'PF08764', 'name': 'CarD_CdnL_TRCF'}]","['transcriptional regulator', 'CarD family', 'rRNA transcription regulation']",['Unknown & Hypothetical Proteins'],High,Well-annotated transcriptional regulator involved in rRNA transcription control; relevant for gene expression regulation studies.,
BFJEKD_08080,Methyl-accepting chemotaxis protein Tar,Chemotaxis receptor proteins,['K03406'],['ko02030'],['Bacterial chemotaxis'],['Environmental Information Processing'],COG0840,Signal transduction mechanisms,,,"['GO:0007165', 'GO:0006935', 'GO:0016020', 'GO:0004888']","['signal transduction', 'chemotaxis', 'integral component of membrane', 'transmembrane signaling receptor activity']","[{'id': 'PF00015', 'name': 'MCPsignal'}, {'id': 'PF02743', 'name': 'dCache_1'}]","['chemotaxis', 'signal transduction', 'membrane receptor']",['Unknown & Hypothetical Proteins'],High,"Complete chemotaxis receptor annotation with consistent KO, COG, GO, and PFAM domains. Suitable for grouping under chemotaxis and signal transduction.",
BFJEKD_08085,Methyl-accepting chemotaxis protein Tar,Chemotaxis receptor proteins,['K03406'],['ko02030'],['Bacterial chemotaxis'],['Environmental Information Processing'],COG0840,Signal transduction mechanisms,,,"['GO:0016020', 'GO:0005886', 'GO:0007165', 'GO:0006935', 'GO:0004888']","['integral component of membrane', 'plasma membrane', 'signal transduction', 'chemotaxis', 'transmembrane signaling receptor activity']","[{'id': 'PF00015', 'name': 'MCPsignal'}, {'id': 'PF02743', 'name': 'dCache_1'}]","['chemotaxis', 'signal transduction', 'membrane receptor']",['Secretion & Transport Systems'],High,"Consistent with BFJEKD_08080, full chemotaxis receptor profile. Useful for differential expression in chemotaxis pathways.",
BFJEKD_08090,Methyl-accepting chemotaxis protein,Chemotaxis receptor proteins,,,,,COG0840,Signal transduction mechanisms,,,"['GO:0007165', 'GO:0006935', 'GO:0016020', 'GO:0004888']","['signal transduction', 'chemotaxis', 'integral component of membrane', 'transmembrane signaling receptor activity']","[{'id': 'PF00015', 'name': 'MCPsignal'}, {'id': 'PF02743', 'name': 'dCache_1'}]","['chemotaxis', 'signal transduction', 'membrane receptor']",['Secretion & Transport Systems'],Medium,"No KO assigned but strong evidence from COG, GO, and PFAM domains supports chemotaxis receptor function.",
BFJEKD_08095,Endonuclease YncB (Staphylococcal nuclease homologue),Nucleases and nucleic acid metabolism,,,,,COG1525,Nucleotide transport and metabolism,,,,,"[{'id': 'PF00565', 'name': 'SNase'}]","['nuclease', 'nucleic acid metabolism', 'endonuclease']",['Secretion & Transport Systems'],Medium,"No KO or GO terms, but PFAM and COG indicate nuclease function. Useful for grouping nucleic acid metabolism proteins.",
BFJEKD_08100,Prolyl aminopeptidase (peptidase S33 family),Amino acid metabolism - Peptidases,['K01259'],['ko00330'],['Arginine and proline metabolism'],['Metabolism'],COG0596,Amino acid transport and metabolism,['3.4.11.5'],['proline aminopeptidase'],"['GO:0004177', 'GO:0008233', 'GO:0006508', 'GO:0016787', 'GO:0016020', 'GO:0005886']","['endopeptidase activity', 'peptidase activity', 'proteolysis', 'hydrolase activity, acting on peptide bonds', 'integral component of membrane', 'plasma membrane']","[{'id': 'PF00561', 'name': 'Abhydrolase_1'}, {'id': 'PF07859', 'name': 'Abhydrolase_4'}]","['amino acid metabolism', 'peptidase', 'proline metabolism']",['Carbon Concentrating & Fixation'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains. Relevant for amino acid metabolism and proteolysis functional grouping.",
BFJEKD_08105,"Two-component response regulator, PleD family",Two-component system response regulator with diguanylate cyclase activity,['K19025'],['ko02020'],['Two-component system'],['Environmental Information Processing'],COG3706,Signal transduction mechanisms,['2.7.7.65'],['diguanylate cyclase'],"['GO:0000160', 'GO:0043709', 'GO:1902201', 'GO:0005886', 'GO:0052621']","['two-component signal transduction system', 'diguanylate cyclase activity', 'regulation of cellular component biogenesis', 'plasma membrane', 'signal transduction']","[{'id': 'PF00989', 'name': 'Response_reg'}, {'id': 'PF00990', 'name': 'GGDEF'}]","['two-component system', 'response regulator', 'diguanylate cyclase', 'signal transduction']",['Amino Acid Biosynthesis'],High,"PleD family proteins are well-characterized response regulators with GGDEF domains catalyzing c-di-GMP synthesis, important for bacterial signaling and biofilm formation. KO K19025 corresponds to PleD, allowing confident EC and pathway assignment.",
BFJEKD_08110,YaiI/YqxD family protein,Uncharacterized protein / DUF188 family,['K09768'],,,,COG1671,Function unknown,,,,,"[{'id': 'PF08908', 'name': 'DUF188'}]","['uncharacterized', 'DUF188 family', 'putative function unknown']",['Unknown & Hypothetical Proteins'],Medium,"Protein belongs to UPF0178 family (DUF188), with KO K09768 indicating a conserved but uncharacterized protein. No EC or GO terms available; annotation is based on domain and KO only. Suitable to group as 'uncharacterized proteins' for differential expression analysis.",
BFJEKD_08115,aminoacetone oxidase family FAD-binding enzyme,Oxidoreductase involved in amino acid metabolism,['K07007'],['map00260'],"['Glycine, serine and threonine metabolism']",['Amino acid metabolism'],COG2081,Oxidoreductases involved in amino acid metabolism,['1.4.3.39'],['aminoacetone oxidase'],"['GO:0016042', 'GO:0016491', 'GO:0030573', 'GO:0016020']","['lipid catabolic process', 'oxidoreductase activity', 'protein complex', 'membrane']","[{'id': 'PF03466', 'name': 'HI0933_like'}]","['oxidoreductase', 'amino acid metabolism', 'FAD-binding enzyme', 'membrane-associated']",['Amino Acid Biosynthesis'],High,KO K07007 corresponds to aminoacetone oxidase with EC 1.4.3.39; GO terms support oxidoreductase activity and membrane association; COG2081 consistent with oxidoreductases in amino acid metabolism; suitable for grouping under amino acid catabolism and redox enzymes.,
BFJEKD_08120,Zinc-binding alcohol dehydrogenase family protein (Quinone oxidoreductase subfamily),Oxidoreductase / Quinone oxidoreductase,"['K00344', 'K09760']","['map00190', 'map00760']","['Oxidative phosphorylation', 'Nicotinate and nicotinamide metabolism']","['Energy metabolism', 'Metabolism of cofactors and vitamins']",COG0604,Oxidoreductases involved in energy production and conversion,['1.6.5.5'],['NADH:quinone oxidoreductase'],"['GO:0042178', 'GO:0016491', 'GO:0008270', 'GO:1990748', 'GO:0009820', 'GO:0070402', 'GO:0048038', 'GO:0141148', 'GO:0005737', 'GO:0035925']","['heme binding', 'oxidoreductase activity', 'zinc ion binding', 'quinone binding', 'cellular response to oxidative stress', 'cellular response to chemical stimulus', 'protein folding', 'cellular component assembly', 'cytoplasm', 'mitochondrion']","[{'id': 'PF00107', 'name': 'ADH_N'}, {'id': 'PF08240', 'name': 'ADH_zinc_N_2'}]","['oxidoreductase', 'quinone oxidoreductase', 'zinc-binding', 'energy metabolism', 'NADH dehydrogenase', 'redox enzyme']",['Amino Acid Biosynthesis'],High,KO terms K00344 and K09760 correspond to NADH:quinone oxidoreductase activity (EC 1.6.5.5). The protein is well annotated with consistent PFAM domains and GO terms supporting oxidoreductase function. Suitable for grouping under energy metabolism and redox enzyme clusters.,
BFJEKD_08125,DNA helicase RecQ,DNA Repair and Replication Helicase,['K03654'],"['ko03400', 'ko03410']","['DNA repair', 'Homologous recombination']","['Genetic Information Processing', 'Genetic Information Processing']",L,"Replication, recombination and repair","['3.6.4.12', '5.6.2.4']","['DNA helicase (ATP-dependent DNA helicase activity)', 'ATP-dependent DNA helicase RecQ']","['GO:0006281', 'GO:0003677', 'GO:0005524', 'GO:0006310', 'GO:0000724', 'GO:0004386', 'GO:0006260', 'GO:0000722', 'GO:0006303', 'GO:0003678']","['DNA repair', 'DNA binding', 'ATP binding', 'DNA recombination', 'double-strand break repair', 'DNA helicase activity', 'DNA replication', 'DNA replication initiation', 'DNA repair via homologous recombination', 'single-stranded DNA binding']","[{'id': 'PF00270', 'name': 'DEAD'}, {'id': 'PF00570', 'name': 'HRDC'}, {'id': 'PF00271', 'name': 'Helicase_C'}, {'id': 'PF05692', 'name': 'RQC'}, {'id': 'PF02954', 'name': 'RecQ_Zn_bind'}]","['DNA repair', 'DNA helicase', 'replication', 'ATP-dependent helicase', 'genome stability', 'homologous recombination']",['Protein Processing & Degradation'],High,"Complete and consistent annotation with KO, EC, GO, COG, and PFAM domains supporting DNA helicase RecQ function in DNA repair and replication. Suitable for grouping under DNA repair and helicase activity in differential expression analyses.",
BFJEKD_08130,Phd family antitoxin,Type II toxin-antitoxin system antitoxin,['K19165'],['ko02037'],['Bacterial toxin-antitoxin system'],['Cellular Processes'],COG4118,Toxin-antitoxin system antitoxin,,,,,"[{'id': 'PhdYeFM_antitox', 'name': 'Phd/YefM family antitoxin'}]","['toxin-antitoxin system', 'antitoxin', 'type II TA system']",['Cell Wall & Envelope Biogenesis'],High,Complete annotation with KO and COG consistent; no EC or GO expected for antitoxin. Suitable for grouping under toxin-antitoxin modules.,
BFJEKD_08135,VapC family PIN domain ribonuclease toxin,Type II toxin-antitoxin system toxin,['K07062'],['ko02037'],['Bacterial toxin-antitoxin system'],['Cellular Processes'],COG1487,PIN domain ribonuclease toxin,['3.1.-.-'],['Hydrolases acting on ester bonds (ribonuclease activity)'],"['GO:0003723', 'GO:0006396', 'GO:0006915', 'GO:0003676', 'GO:0005634', 'GO:0005829', 'GO:0005737', 'GO:0006412', 'GO:0006302', 'GO:0006457']","['RNA binding', 'mRNA processing', 'apoptotic process', 'nucleic acid binding', 'nucleus', 'cytosol', 'mitochondrion', 'translation', 'DNA repair', 'protein folding']","[{'id': 'PIN', 'name': 'PIN domain'}]","['toxin-antitoxin system', 'toxin', 'ribonuclease', 'PIN domain', 'type II TA system']",['Cell Wall & Envelope Biogenesis'],High,Extensive GO terms indicate multifunctional roles in RNA metabolism and toxin activity. KO and COG consistent with PIN domain ribonuclease toxins.,
BFJEKD_08140,Sugar ABC transporter substrate-binding protein,ABC sugar transporter substrate-binding protein,['K17315'],['ko02060'],['Phosphotransferase system (PTS)'],['Membrane transport'],COG1653,"ABC-type sugar transport system, periplasmic component",,,,,"[{'id': 'SBP_bac_1', 'name': 'Bacterial extracellular solute-binding protein, family 1'}]","['membrane transporter', 'ABC transporter', 'sugar transport', 'substrate-binding protein']","['Protein Folding, Quality Control & Stress Response']",High,Complete KO and COG annotation; no EC or GO terms provided but consistent with sugar ABC transporter substrate-binding proteins.,
BFJEKD_08145,ABC transporter permease,ABC sugar transporter permease component,['K17316'],['ko02060'],['Phosphotransferase system (PTS)'],['Membrane transport'],COG1175,"ABC-type sugar transport systems, permease components",,,"['GO:0055085', 'GO:0016020']","['transmembrane transport', 'integral component of membrane']","[{'id': 'BPD_transp_1', 'name': 'Bacterial permease domain of ABC-type transport system'}]","['membrane transporter', 'ABC transporter', 'sugar transport', 'permease']",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated permease component of sugar ABC transporter; GO terms confirm membrane localization and transport function.,
BFJEKD_08150,Sugar ABC transporter permease,ABC sugar transporter permease component,['K17317'],['ko02060'],['Phosphotransferase system (PTS)'],['Membrane transport'],COG0395,"ABC-type sugar transport system, permease component",,,"['GO:0055085', 'GO:0016020']","['transmembrane transport', 'integral component of membrane']","[{'id': 'BPD_transp_1', 'name': 'Bacterial permease domain of ABC-type transport system'}]","['membrane transporter', 'ABC transporter', 'sugar transport', 'permease']",['Toxin-Antitoxin & Phage Defense'],High,Consistent annotation as permease component of sugar ABC transporter; GO terms support membrane transport function.,
BFJEKD_08155,Sugar ABC transporter ATP-binding protein MalK,ABC-type sugar transport system ATPase component,['K10112'],['map02060'],['Phosphotransferase system (PTS)'],['Membrane transport'],COG3839,"ABC-type sugar transport systems, ATPase components",['3.6.3.-'],"['ATPase activity, coupled to transmembrane movement of substances']","['GO:0005524', 'GO:0016020', 'GO:0015754', 'GO:0005886', 'GO:0016887', 'GO:0008643', 'GO:0006869', 'GO:0005354', 'GO:0015147', 'GO:0015148']","['ATP binding', 'membrane', 'active transmembrane transporter activity', 'plasma membrane', 'ATPase activity', 'hexose transmembrane transport', 'transmembrane transport', 'glucose transmembrane transporter activity', 'carbohydrate transmembrane transporter activity', 'carbohydrate transporter activity']","[{'id': 'PF00005', 'name': 'ABC_tran'}, {'id': 'PF13407', 'name': 'TOBE_2'}]","['membrane transporter', 'ABC transporter', 'sugar transport', 'ATPase']",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, COG, PFAM, and extensive GO terms supports strong functional assignment as sugar ABC transporter ATPase component.",
BFJEKD_08160,Multidrug resistance efflux pump EmrA,Multidrug efflux pump membrane fusion protein,['K01993'],['map01502'],['Antimicrobial resistance'],['Drug resistance'],COG1566,Multidrug efflux pump membrane fusion protein,,,,,"[{'id': 'PF00364', 'name': 'Biotin_lipoyl_2'}, {'id': 'PF05631', 'name': 'HlyD_3'}, {'id': 'PF05632', 'name': 'HlyD_D23'}]","['membrane transporter', 'multidrug efflux pump', 'drug resistance']",['Polyhydroxyalkanoates & Storage Lipids'],Medium,KO and COG support function as multidrug efflux pump component; lack of GO terms limits functional detail.,
BFJEKD_08165,Aminoacyl-tRNA hydrolase ArfB,Ribosome-associated protein involved in translation quality control,['K15034'],['map03010'],['Ribosome'],['Translation'],COG1186,Translation factors,,,"['GO:0006415', 'GO:0003747', 'GO:0072344', 'GO:0043022', 'GO:0004045']","['translation', 'translation initiation factor activity', 'ribosome rescue', 'regulation of translation', 'aminoacyl-tRNA hydrolase activity']","[{'id': 'PF00432', 'name': 'RF-1'}]","['translation', 'ribosome rescue', 'quality control']",['Unknown & Hypothetical Proteins'],High,"Strong evidence from KO, COG, PFAM, and GO terms for role in translation quality control.",
BFJEKD_08170,Cystathionine gamma-synthase MetC,Amino acid biosynthesis enzyme (methionine biosynthesis),"['K01739', 'K26365']",['map00270'],['Cysteine and methionine metabolism'],['Amino acid metabolism'],COG0626,Aminotransferases,"['2.5.1.48', '4.4.1.13']","['cystathionine gamma-synthase', 'canavanine-gamma-lyase']","['GO:0006534', 'GO:0016740', 'GO:0003824', 'GO:0005524', 'GO:0005737', 'GO:0016787', 'GO:0003674', 'GO:0009058', 'GO:0006529', 'GO:0005886']","['methionine biosynthetic process', 'transferase activity', 'catalytic activity', 'ATP binding', 'cytoplasm', 'hydrolase activity', 'molecular_function', 'biosynthetic process', 'amino acid metabolic process', 'plasma membrane']","[{'id': 'PF01053', 'name': 'Cys_Met_Meta_PP'}]","['amino acid biosynthesis', 'methionine metabolism', 'aminotransferase']",['Unknown & Hypothetical Proteins'],High,Multiple KO terms and EC numbers confirm role in methionine biosynthesis; PFAM and GO terms support enzymatic function.,
